Name,VmId,address,status,lat,lng,Hours,nBatteries,Records,MaintenanceRecord
日月亭廣明二站(多站),0423bb0b-8800-4e94-afb8-31b4d5aa153e,桃園市中壢區廣明路158號旁停車場(近廣明路/廣明路122巷口),已啟用,24.95508,121.21426,24HR,50 ,"['2019-09-27 16:55:00 ~ 新增建置中', '2020-03-17 23:15:00 ~ 更改站名', '2020-03-24 12:30:00 ~ 更改站名', '2020-03-27 12:25:00 ~ 更改站名', '2020-04-09 17:10:00 ~ 狀態變更為 100 (即將啟用)', '2020-09-16 16:06:00 ~ 啟用', '2020-10-14 18:31:00 ~ 更改地址', '2021-05-24 10:11:00 ~ 更改地址']","['2021-03-25 12:40:00 ~ 2021-03-25 13:40:00', '2020-10-25 10:50:00 ~ 2020-10-26 10:50:00', '2020-10-25 10:50:00 ~ 2020-10-26 10:50:00']"
全聯白河國泰店站,0442b9c7-308e-4137-bca8-73515232aadd,台南市白河區國泰路127號(近國泰路/民安路路口),已啟用,23.348053,120.412931,24HR,18 ,"['2018-10-19 18:15:00 ~ 狀態變更為 100 (即將啟用)', '2018-10-31 11:20:00 ~ 啟用', '2019-02-13 09:55:00 ~ 更改 GPS 位置', '2019-02-13 10:15:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-04-27 20:08:00 ~ 2021-07-14 20:08:00', '2020-04-27 20:08:00 ~ 2021-07-14 20:08:00', '2020-04-27 20:08:00 ~ 2021-07-14 20:08:00', '2020-04-27 20:08:00 ~ 2021-07-14 20:08:00', '2020-04-27 20:08:00 ~ 2021-07-14 20:08:00', '2020-04-27 20:08:00 ~ 2021-07-14 20:08:00', '2020-04-27 20:08:00 ~ 2021-07-14 20:08:00', '2020-04-27 20:08:00 ~ 2021-07-14 20:08:00', '2020-04-27 20:08:00 ~ 2021-07-14 20:08:00', '2020-04-27 20:08:00 ~ 2021-07-14 20:08:00']"
eReady 新莊思源店站(多站),0445e53d-acce-45ea-810a-c9ab9475fb6a,新北市新莊區思源路245號(近思源路/思源路241巷口),已啟用,25.047207,121.459666,24HR,42 ,"['2020-08-03 17:56:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-08-11 15:16:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-07-28 03:33:00 ~ 2021-07-29 03:33:00', '2021-07-28 03:33:00 ~ 2021-07-29 03:33:00', '2021-07-07 00:30:00 ~ 2021-07-07 07:00:00', '2021-07-07 00:30:00 ~ 2021-07-07 07:00:00', '2021-07-07 00:30:00 ~ 2021-07-07 07:00:00', '2021-07-07 00:30:00 ~ 2021-07-07 07:00:00', '2021-07-07 00:30:00 ~ 2021-07-07 07:00:00', '2021-07-07 00:30:00 ~ 2021-07-07 07:00:00', '2021-07-07 00:30:00 ~ 2021-07-07 07:00:00', '2021-07-07 00:30:00 ~ 2021-07-07 07:00:00']"
全聯新竹武陵店站,04764925-72ba-487a-9e7b-936a8a37bf6e,新竹市北區武陵路157-1號(近武陵路/湳中街口),已啟用,24.820544,120.967768,24HR,16 ,"['2018-12-12 21:55:00 ~ 移除', '2018-12-14 17:40:00 ~ 啟用']","['2021-07-28 12:00:00 ~ 2021-07-28 13:30:00', '2021-06-03 18:00:00 ~ 2021-06-03 19:00:00', '2021-04-21 11:35:00 ~ 2021-04-21 18:00:00', '2021-03-24 13:00:00 ~ 2021-03-24 17:00:00', '2021-03-24 13:00:00 ~ 2021-03-24 17:00:00', '2021-03-24 13:00:00 ~ 2021-03-24 17:00:00', '2021-03-24 13:00:00 ~ 2021-03-24 17:00:00', '2021-03-24 13:00:00 ~ 2021-03-24 17:00:00', '2020-10-27 18:33:00 ~ 2020-10-29 18:33:00', '2020-10-27 18:33:00 ~ 2020-10-29 18:33:00']"
Gogoro 蘆洲三民服務中心站,0484b938-a72f-44d2-b8cf-03500189b139,新北市蘆洲區三民路140號(近國立空中大學),已啟用,25.087825,121.470657,24HR,30 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],"['2021-08-16 20:13:00 ~ 2021-08-17 20:13:00', '2021-08-16 20:13:00 ~ 2021-08-17 20:13:00', '2021-08-03 13:50:00 ~ 2021-08-04 13:50:00', '2021-08-03 13:50:00 ~ 2021-08-04 13:50:00', '2020-12-14 09:06:00 ~ 2020-12-15 09:06:00', '2020-12-14 09:06:00 ~ 2020-12-15 09:06:00', '2020-11-20 08:51:00 ~ 2020-11-21 08:51:00', '2020-11-20 08:51:00 ~ 2020-11-21 08:51:00', '2020-11-20 08:51:00 ~ 2020-11-21 08:51:00', '2020-11-20 08:51:00 ~ 2020-11-21 08:51:00']"
Gogoro 台中公益門市站,0498c271-fdb7-4f9f-8ccd-0a3e67e2a5ff,台中市西區公益路201號(近公益路/中美街口),已啟用,24.150771,120.660591,24HR,24 ,"['2020-10-06 18:01:00 ~ 新增建置中狀態為 100 (即將啟用)', '2022-01-17 16:11:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-16 13:54:00 ~ 2021-08-17 13:54:00', '2021-08-16 13:54:00 ~ 2021-08-17 13:54:00', '2021-04-15 10:30:00 ~ 2021-04-15 18:00:00', '2021-04-15 10:30:00 ~ 2021-04-15 18:00:00', '2021-04-15 10:30:00 ~ 2021-04-15 18:00:00', '2020-10-17 16:02:00 ~ 2020-10-20 16:02:00', '2020-10-17 16:02:00 ~ 2020-10-20 16:02:00', '2020-10-17 16:02:00 ~ 2020-10-20 16:02:00', '2020-10-17 16:02:00 ~ 2020-10-20 16:02:00', '2020-10-17 16:02:00 ~ 2020-10-20 16:02:00']"
新北市四維公園地下停車場站,04c0b589-4c4d-4d6e-8f2c-5b1eb1046c4c,新北市板橋區四維路177巷3弄11號對面(近四維公園),已啟用,25.025689,121.463922,24HR,24 ,"['2020-07-03 17:00:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-07-14 13:36:00 ~ 更改 GPS 位置', '2020-09-02 14:21:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-07-27 09:24:00 ~ 2021-07-29 09:24:00', '2021-07-27 09:24:00 ~ 2021-07-29 09:24:00', '2021-07-27 09:24:00 ~ 2021-07-29 09:24:00', '2021-07-27 09:24:00 ~ 2021-07-29 09:24:00', '2021-07-27 09:24:00 ~ 2021-07-29 09:24:00', '2021-07-27 09:24:00 ~ 2021-07-29 09:24:00', '2021-07-27 09:24:00 ~ 2021-07-29 09:24:00', '2021-07-27 09:24:00 ~ 2021-07-29 09:24:00', '2021-07-27 09:24:00 ~ 2021-07-29 09:24:00', '2021-07-27 09:24:00 ~ 2021-07-29 09:24:00']"
台電楓港服務所站,04cb6bbd-8699-4472-bfad-c210f5943317,屏東縣枋山鄉德隆12號(近楓港國小),已啟用,22.190412,120.691541,24HR,24 ,"['2021-02-08 17:26:00 ~ 新增建置中', '2021-08-12 10:11:00 ~ 啟用', '2021-08-12 10:36:00 ~ 更改地址敘述', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-15 09:18:00 ~ 2021-08-16 09:18:00', '2021-08-15 09:18:00 ~ 2021-08-16 09:18:00']"
臺鐵竹中車站(多站),04def847-0fb6-4879-9966-cbc7174363d9,新竹縣竹東鎮竹中路145號(近竹中火車站停車場),已啟用,24.781093,121.031859,24HR,52 ,"['2021-09-10 09:16:00 ~ 新增建置中', '2021-09-15 09:51:00 ~ 狀態變更為 100 (即將啟用)', '2021-11-10 10:26:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
中油荒野加油站,04f9a0a1-2179-46e0-b740-6da67dc5f153,台東縣太麻里鄉美和村美和路2之2號(近台9線/花東海岸公路口),已啟用,22.691188,121.046966,24HR,24 ,[],[]
新北市福營休閒廣場站(多站),0504b14f-570a-431a-9e37-0ca13adc8d1b,新北市新莊區富國路176巷(近鴻金寶麻吉影城),已啟用,25.023881,121.424266,24HR,48 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],[]
中油興化加油站,052cd8ca-efc8-4b21-8d00-09402845b930,新北市新莊區復興路三段117號(近復興路三段/化成路口),已啟用,25.044648,121.464616,24HR,22 ,"['2021-09-30 13:36:00 ~ 新增建置中狀態為 100 (即將啟用)', '2021-12-07 12:36:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
中油大城加油站,054fe091-06c4-4602-bb21-ba1c712272cb,彰化縣大城鄉魚寮路50號(近大城鄉玄天宮),已啟用,23.86391,120.329561,24HR,20 ,"['2018-12-25 17:00:00 ~ 新增建置中', '2019-01-09 16:35:00 ~ 狀態變更為 100 (即將啟用)', '2019-01-25 14:30:00 ~ 啟用', '2020-06-12 10:35:00 ~ 將已啟用改回建置中', '2020-06-17 03:35:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-06-12 09:53:00 ~ 2020-06-16 09:53:00', '2020-06-12 15:00:00 ~ 2020-06-15 18:00:00', '2020-01-03 14:35:00 ~ 2020-01-04 14:35:00', '2020-01-03 14:22:00 ~ 2020-01-04 14:22:00', '2019-12-27 11:47:00 ~ 2019-12-28 11:47:00', '2019-11-18 11:39:00 ~ 2019-11-19 11:39:00', '2019-11-06 12:09:00 ~ 2019-11-07 12:09:00', '2019-10-22 15:57:00 ~ 2019-10-23 15:57:00', '2019-09-23 15:07:00 ~ 2019-09-24 15:07:00', '2019-09-02 16:54:00 ~ 2019-09-03 16:54:00']"
HiLife 三民鼎金店站,0550abf9-0ec4-45f9-975c-87d2f3e19e6b,高雄市三民區鼎中路139號(近鼎中路/金山路口),已啟用,22.661849,120.319036,24HR,16 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],"['2021-08-07 09:03:00 ~ 2021-08-18 09:03:00', '2021-08-07 09:03:00 ~ 2021-08-18 09:03:00', '2021-08-07 09:03:00 ~ 2021-08-18 09:03:00', '2021-08-07 09:03:00 ~ 2021-08-18 09:03:00', '2021-08-07 09:03:00 ~ 2021-08-18 09:03:00', '2021-08-07 09:03:00 ~ 2021-08-18 09:03:00', '2021-08-07 09:03:00 ~ 2021-08-18 09:03:00', '2021-08-07 09:03:00 ~ 2021-08-18 09:03:00', '2021-08-07 09:03:00 ~ 2021-08-18 09:03:00', '2021-08-07 09:03:00 ~ 2021-08-18 09:03:00']"
Gogoro 中和員山門市站(多站),056274ae-4afc-49b0-9194-c9cab8e33e58,新北市中和區員山路316號(近員山路/員山路314巷口),已啟用,25.003016,121.481292,24HR,44 ,"['2018-08-12 15:25:00 ~ 狀態變更為 100 (即將啟用)', '2018-08-16 15:15:00 ~ 啟用', '2018-08-16 18:35:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-17 17:43:00 ~ 2021-08-18 17:43:00', '2021-08-05 18:57:00 ~ 2021-08-06 18:57:00', '2021-08-05 18:57:00 ~ 2021-08-06 18:57:00', '2021-05-13 15:00:00 ~ 2021-05-14 18:00:00', '2021-05-13 15:00:00 ~ 2021-05-14 18:00:00', '2021-05-13 15:00:00 ~ 2021-05-14 18:00:00', '2021-05-13 15:00:00 ~ 2021-05-14 18:00:00', '2021-05-13 15:00:00 ~ 2021-05-14 18:00:00', '2021-05-13 15:00:00 ~ 2021-05-14 18:00:00', '2021-05-13 15:00:00 ~ 2021-05-14 18:00:00']"
新竹士林市場站,057aa3a5-99f1-4e7a-95fb-ec0b7d788154,新竹市北區士林里東大路二段477號(近東大路二段與境福街口),已啟用,24.82087,120.96016,24HR,24 ,"['2020-04-29 11:45:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-05-15 13:05:00 ~ 啟用', '2020-05-25 15:45:00 ~ 更改 GPS 位置', '2020-05-25 16:05:00 ~ 更改 GPS 位置', '2020-05-26 14:45:00 ~ 更改 GPS 位置', '2020-05-26 15:45:00 ~ 更改 GPS 位置', '2020-05-26 16:45:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-11 10:30:00 ~ 2021-08-11 15:30:00', '2021-08-11 10:30:00 ~ 2021-08-11 15:30:00', '2021-08-11 10:30:00 ~ 2021-08-11 15:30:00', '2021-08-11 10:30:00 ~ 2021-08-11 15:30:00', '2021-08-11 10:30:00 ~ 2021-08-11 15:30:00', '2021-08-11 10:30:00 ~ 2021-08-11 15:30:00', '2021-08-11 10:30:00 ~ 2021-08-11 15:30:00', '2021-06-02 14:25:00 ~ 2021-06-02 16:00:00', '2021-06-02 14:25:00 ~ 2021-06-02 16:00:00', '2021-06-02 14:25:00 ~ 2021-06-02 16:00:00']"
HiLife 中壢桃合店站,059fe8ef-e907-417b-bb46-773bdd6868bf,桃園市中壢區合圳北路二段47號(近合圳北路二段/內定八街交叉口),已啟用,24.997162,121.244508,24HR,34 ,"['2019-09-19 00:20:00 ~ 新增建置中', '2019-10-23 21:00:00 ~ 狀態變更為 100 (即將啟用)', '2019-11-01 12:45:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-03-02 09:00:00 ~ 2021-03-31 15:00:00', '2021-03-02 09:00:00 ~ 2021-03-31 15:00:00', '2021-03-02 09:00:00 ~ 2021-03-31 15:00:00', '2021-03-02 09:00:00 ~ 2021-03-31 15:00:00', '2021-03-02 09:00:00 ~ 2021-03-31 15:00:00', '2021-03-02 09:00:00 ~ 2021-03-31 15:00:00', '2021-03-02 09:00:00 ~ 2021-03-31 15:00:00', '2021-03-02 09:00:00 ~ 2021-03-31 15:00:00', '2021-03-02 09:00:00 ~ 2021-03-31 15:00:00', '2021-03-02 09:00:00 ~ 2021-03-31 15:00:00']"
淡江大學五虎崗停車場站(多站),05a8fa92-bcd5-4c4d-82b9-b84ccc74e260,新北市淡水區英專路151號(五虎崗機車停車場出口處),已啟用,25.175233,121.453163,24HR,48 ,"['2019-09-19 01:00:00 ~ 新增建置中', '2019-10-31 23:25:00 ~ 狀態變更為 100 (即將啟用)', '2019-11-08 13:35:00 ~ 啟用', '2019-11-22 09:50:00 ~ 更改地址', '2019-11-28 16:25:00 ~ 更改地址', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
臺北市金湖路站(多站),05af4968-c9e1-4140-be32-844f62fd2d70,臺北市內湖區金湖路239號旁(近金湖路/康寧路二段口),建置中(其他狀態100),25.07587,121.601083,24HR,24 ,[],[]
華泰電子EMS站(多站),05b3074f-2b57-4293-b715-382c21f494ab,高雄市楠梓區東三街16號(近東三街/經二路),已啟用,22.721327,120.307546,24HR,50 ,[],[]
全聯永康大橋店站,05b5e3ce-f21c-4e02-abea-39a36320f18b,台南市永康區大橋二街218號(近大橋二街/大橋一街247巷口),已啟用,23.021062,120.230886,24HR,22 ,"['2019-12-26 17:15:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-01-06 10:35:00 ~ 更改地址', '2020-01-16 11:30:00 ~ 啟用', '2020-03-19 11:50:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-02 07:28:00 ~ 2021-08-18 07:28:00', '2021-08-02 07:28:00 ~ 2021-08-18 07:28:00', '2021-08-02 07:28:00 ~ 2021-08-18 07:28:00', '2021-08-02 07:28:00 ~ 2021-08-18 07:28:00', '2021-08-02 07:28:00 ~ 2021-08-18 07:28:00', '2021-08-02 07:28:00 ~ 2021-08-18 07:28:00', '2021-08-02 07:28:00 ~ 2021-08-18 07:28:00', '2021-08-02 07:28:00 ~ 2021-08-18 07:28:00', '2021-08-02 07:28:00 ~ 2021-08-18 07:28:00', '2021-08-02 07:28:00 ~ 2021-08-18 07:28:00']"
中油仁武加油站,05b5f6f6-29f7-4add-b322-e7a1245ac230,高雄市仁武區鳳仁路282號(近仁武運動公園),已啟用,22.703342,120.344502,24HR,22 ,"['2020-07-22 01:16:00 ~ 移除', '2020-09-30 11:46:00 ~ 新增建置中', '2020-10-26 16:26:00 ~ 更改站名', '2020-12-07 10:36:00 ~ 更改站名']","['2021-07-31 09:40:00 ~ 2021-08-01 09:40:00', '2020-02-21 16:51:00 ~ 2020-02-22 16:51:00', '2020-02-21 16:28:00 ~ 2020-02-22 16:28:00', '2020-02-10 13:53:00 ~ 2020-02-11 13:53:00', '2020-02-06 10:39:00 ~ 2020-02-07 10:39:00', '2020-01-31 15:26:00 ~ 2020-02-01 15:26:00', '2020-01-28 10:52:00 ~ 2020-01-29 10:52:00', '2020-01-17 12:03:00 ~ 2020-01-18 12:03:00', '2020-01-16 14:39:00 ~ 2020-01-17 14:39:00', '2020-01-14 14:15:00 ~ 2020-01-15 14:15:00']"
中油美得瑞里加油站,05e00c3a-d200-4b96-b322-165865f97435,花蓮縣瑞穗鄉瑞北村中正北路2段30之25號(近中正北路2段/花東縱谷公路口),已啟用,23.515231,121.376592,24HR,24 ,"['2021-10-17 19:36:00 ~ 新增建置中狀態為 100 (即將啟用)', '2021-11-03 14:36:00 ~ 更改 GPS 位置', '2021-11-03 17:51:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
Gogoro 內湖西湖服務中心站,05e7557e-3fbd-452a-b310-e51318f44876,台北市內湖區內湖路一段411巷19弄17號(近麗山國小),已啟用,25.082398,121.57188,24HR,20 ,"['2020-06-12 10:05:00 ~ 將已啟用改回建置中', '2020-06-21 17:24:00 ~ 更改站名', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-07-31 18:10:00 ~ 2021-08-01 18:10:00', '2021-07-31 18:10:00 ~ 2021-08-01 18:10:00', '2020-12-28 17:00:00 ~ 2020-12-29 18:00:00', '2020-12-28 17:00:00 ~ 2020-12-29 18:00:00', '2020-12-28 17:00:00 ~ 2020-12-29 18:00:00', '2020-12-28 17:00:00 ~ 2020-12-29 18:00:00', '2020-12-28 17:00:00 ~ 2020-12-29 18:00:00', '2020-12-28 17:00:00 ~ 2020-12-29 18:00:00', '2020-12-28 17:00:00 ~ 2020-12-29 18:00:00', '2020-12-28 17:00:00 ~ 2020-12-29 18:00:00']"
7-ELEVEN 宮前店站,0617f457-2005-4606-9155-c52ccf9dd397,嘉義縣新港鄉宮前村新民路24鄰252號附1(近新民路/嘉民路口),已啟用,23.555832,120.354365,24HR,34 ,"['2020-05-07 17:55:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-05-08 09:50:00 ~ 將狀態 100 改回建置中', '2020-05-15 10:40:00 ~ 狀態變更為 100 (即將啟用)', '2020-05-15 11:25:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-10-28 17:51:00 ~ 2020-10-29 17:51:00', '2020-10-28 17:51:00 ~ 2020-10-29 17:51:00', '2020-10-28 17:51:00 ~ 2020-10-29 17:51:00', '2020-10-28 17:51:00 ~ 2020-10-29 17:51:00', '2020-08-09 06:48:00 ~ 2020-08-10 06:48:00', '2020-08-09 06:48:00 ~ 2020-08-10 06:48:00']"
中油明維加油站,061af15b-f527-4147-8885-2c14a39f81d0,台中市大里區大峰路135號(近大峰路/西湖路口),已啟用,24.077081,120.688876,24HR,24 ,[],[]
中油鎮江加油站,0637768e-8a71-4bee-9cee-85a56994f3c3,桃園市平鎮區南平路二段406號(近萊爾富平鎮平德店),已啟用,24.921711,121.194289,24HR,24 ,"['2020-11-02 10:31:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-11-16 12:16:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-06-01 10:00:00 ~ 2021-06-01 18:00:00', '2021-06-01 10:00:00 ~ 2021-06-01 18:00:00', '2021-06-01 10:00:00 ~ 2021-06-01 18:00:00', '2021-06-01 10:00:00 ~ 2021-06-01 18:00:00', '2021-06-01 10:00:00 ~ 2021-06-01 18:00:00', '2021-06-01 10:00:00 ~ 2021-06-01 18:00:00', '2021-06-01 10:00:00 ~ 2021-06-01 18:00:00', '2021-06-01 10:00:00 ~ 2021-06-01 18:00:00', '2021-06-01 10:00:00 ~ 2021-06-01 18:00:00']"
HiLife 彰縣彰花店站,0641f387-20db-4880-8812-7f97bb016a8f,彰化縣花壇鄉中山路一段72號(近中山路一段/中橋街交叉口),已啟用,24.011307,120.552303,24HR,24 ,['2022-05-31 23:16:00 ~ 更改 GPS 位置'],"['2021-08-05 02:42:00 ~ 2021-08-06 02:42:00', '2021-08-05 02:42:00 ~ 2021-08-06 02:42:00', '2021-08-05 02:42:00 ~ 2021-08-06 02:42:00', '2021-08-04 07:16:00 ~ 2021-08-05 07:16:00', '2021-07-30 03:14:00 ~ 2021-07-31 03:14:00', '2021-05-31 22:30:00 ~ 2021-06-01 18:00:00', '2021-05-31 22:30:00 ~ 2021-06-01 18:00:00', '2021-05-31 22:30:00 ~ 2021-06-01 18:00:00', '2021-05-31 22:30:00 ~ 2021-06-01 18:00:00', '2021-05-31 22:30:00 ~ 2021-06-01 18:00:00']"
Gogoro 花蓮中華門市站,06483ea8-1327-414c-a58f-b97a47b82af7,花蓮縣花蓮市中華路266號(近花蓮文化創意產業園區),已啟用,23.975269,121.600223,24HR,36 ,"['2018-09-01 08:25:00 ~ 啟用', '2019-02-25 17:00:00 ~ 更改 GPS 位置', '2019-09-04 16:30:00 ~ 更改站名', '2020-06-21 17:24:00 ~ 更改站名', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-08-13 11:10:00 ~ 2021-08-14 11:10:00', '2021-08-13 11:10:00 ~ 2021-08-14 11:10:00', '2021-03-19 12:20:00 ~ 2021-03-19 15:00:00', '2021-03-19 12:20:00 ~ 2021-03-19 15:00:00', '2021-03-19 12:20:00 ~ 2021-03-19 15:00:00', '2021-03-19 12:20:00 ~ 2021-03-19 15:00:00', '2020-11-15 17:28:00 ~ 2020-11-16 17:28:00', '2020-11-15 17:28:00 ~ 2020-11-16 17:28:00', '2020-11-15 17:28:00 ~ 2020-11-16 17:28:00', '2020-11-15 11:11:00 ~ 2020-11-16 11:11:00']"
7-ELEVEN 宏旺店站(多站),064cf535-4782-4ea4-8e15-99a002e822a2,南投縣南投市復興路38號(近南投縣政府),已啟用,23.902807,120.688565,24HR,50 ,"['2021-09-10 09:41:00 ~ 新增建置中', '2021-09-14 09:41:00 ~ 狀態變更為 100 (即將啟用)', '2021-09-17 15:16:00 ~ 啟用', '2022-03-28 16:06:00 ~ 更改站名', '2022-05-31 23:16:00 ~ 更改 GPS 位置']",[]
臺中市中華停車場站(多站),06684477-f244-482b-91f2-9f8a67d3c2f5,台中市北區柳川東路四段(中華夜市旁)(近柳川西路/公園路口),已啟用,24.148566,120.677917,24HR,38 ,"['2019-08-09 09:35:00 ~ 新增建置中', '2019-08-21 16:10:00 ~ 更改地址', '2019-08-23 17:00:00 ~ 更改站名', '2019-10-30 23:00:00 ~ 狀態變更為 100 (即將啟用)', '2020-01-06 10:35:00 ~ 更改地址', '2020-04-30 12:15:00 ~ 啟用', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-04-06 10:00:00 ~ 2021-04-06 18:00:00', '2021-04-06 10:00:00 ~ 2021-04-06 18:00:00', '2021-04-06 10:00:00 ~ 2021-04-06 18:00:00', '2021-04-06 10:00:00 ~ 2021-04-06 18:00:00', '2021-04-06 10:00:00 ~ 2021-04-06 18:00:00', '2021-04-06 10:00:00 ~ 2021-04-06 18:00:00', '2021-04-06 10:00:00 ~ 2021-04-06 18:00:00', '2021-04-06 10:00:00 ~ 2021-04-06 18:00:00', '2021-04-06 10:00:00 ~ 2021-04-06 18:00:00', '2021-04-06 10:00:00 ~ 2021-04-06 18:00:00']"
應安168 永吉場停車場站(多站),066bb42c-89d5-428a-98a6-84fb86c3e4d6,台北市信義區永吉路120巷83號旁(近永吉路120巷/虎林街120巷口),已啟用,25.042337,121.570325,24HR,64 ,"['2020-08-20 14:11:00 ~ 新增建置中狀態為 100 (即將啟用)', '2020-11-12 14:01:00 ~ 啟用', '2022-01-17 17:56:00 ~ 更改 GPS 位置', '2022-01-17 22:41:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-07-29 04:09:00 ~ 2021-07-30 04:09:00', '2021-07-29 04:09:00 ~ 2021-07-30 04:09:00', '2020-12-21 06:51:00 ~ 2020-12-22 06:51:00', '2020-12-21 06:51:00 ~ 2020-12-22 06:51:00', '2020-12-21 06:51:00 ~ 2020-12-22 06:51:00', '2020-11-15 17:17:00 ~ 2020-11-16 17:17:00', '2020-11-15 17:17:00 ~ 2020-11-16 17:17:00', '2020-11-15 08:21:00 ~ 2020-11-16 08:21:00', '2020-11-15 08:21:00 ~ 2020-11-16 08:21:00', '2020-11-15 08:21:00 ~ 2020-11-16 08:21:00']"
中油茄拔加油站,067d0f3e-2dbf-4d1c-bc05-6b2f08109fb4,台南市善化區嘉北里茄拔2-30號(近善化區農會),已啟用,23.144619,120.327923,24HR,18 ,"['2018-12-21 12:20:00 ~ 新增建置中', '2018-12-22 12:05:00 ~ 狀態變更為 100 (即將啟用)', '2019-01-02 17:35:00 ~ 更改 GPS 位置', '2019-01-03 17:40:00 ~ 啟用', '2020-07-03 14:20:00 ~ 更改 GPS 位置', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2020-02-13 10:36:00 ~ 2020-02-14 10:36:00', '2019-11-01 16:19:00 ~ 2019-11-02 16:19:00', '2019-10-23 15:27:00 ~ 2019-10-24 15:27:00', '2019-10-23 15:13:00 ~ 2019-10-24 15:13:00', '2019-10-16 12:37:00 ~ 2019-10-17 12:37:00', '2019-10-16 12:26:00 ~ 2019-10-17 12:26:00', '2019-10-02 12:49:00 ~ 2019-10-03 12:49:00', '2019-09-18 16:17:00 ~ 2019-09-19 16:17:00', '2019-08-28 15:16:00 ~ 2019-08-29 15:16:00', '2019-08-28 14:38:00 ~ 2019-08-29 14:38:00']"
家樂福桂林店站(多站),0698aaf6-87ed-4cf2-9d47-ddbd92692d1e,台北市萬華區桂林路1號(近家樂福桂林店),已啟用,25.038158,121.505378,24HR,26 ,"['2019-07-25 23:15:00 ~ 更改站名', '2019-11-29 11:50:00 ~ 將已啟用改回建置中', '2019-12-02 18:35:00 ~ 移除建置中的站', '2021-07-19 15:41:00 ~ 新增建置中狀態為 100 (即將啟用)', '2022-05-31 23:16:00 ~ 更改 GPS 位置']","['2021-07-28 22:00:00 ~ 2021-07-29 18:00:00', '2021-07-28 22:00:00 ~ 2021-07-29 18:00:00', '2021-07-28 22:00:00 ~ 2021-07-29 18:00:00', '2021-07-28 22:00:00 ~ 2021-07-29 18:00:00', '2021-07-28 22:00:00 ~ 2021-07-29 18:00:00', '2021-07-28 22:00:00 ~ 2021-07-29 18:00:00', '2021-07-28 22:00:00 ~ 2021-07-29 18:00:00', '2021-07-28 22:00:00 ~ 2021-07-29 18:00:00', '2021-07-28 22:00:00 ~ 2021-07-29 18:00:00', '2021-07-28 22:00:00 ~ 2021-07-29 18:00:00']"
